text,labels
INTRO.!!,O
ty,O
no),O
just end gus mid end [SEP] wa that sheck nice..,O
just end gus mid end [SEP] its ok [SEP] haha bobbbbbbbbb,O
just end gus mid end [SEP] its ok [SEP] so? still dead [SEP] whats your problem gay venge? you think you are strong?,E
just end gus mid end [SEP] its ok [SEP] so? still dead [SEP] no justice for this dawn [SEP] gg,O
just end gus mid end [SEP] its ok [SEP] so? still dead [SEP] no justice for this dawn [SEP] gg mid [SEP] lol,O
just end gus mid end [SEP] its ok [SEP] so? still dead [SEP] no justice for this dawn [SEP] gg mid [SEP] just dont def [SEP] love u <3,O
just end gus mid end [SEP] its ok [SEP] so? still dead [SEP] no justice for this dawn [SEP] gg mid [SEP] just dont def [SEP] report mid ty [SEP] for me it was,O
just end gus mid end [SEP] its ok [SEP] so? still dead [SEP] no justice for this dawn [SEP] gg mid [SEP] just dont def [SEP] report mid ty [SEP] ez [SEP] fucking complete shit cunts 338 mana fuck you silencer,E
just end gus mid end [SEP] its ok [SEP] so? still dead [SEP] no justice for this dawn [SEP] gg mid [SEP] just dont def [SEP] report mid ty [SEP] ez [SEP] but lost sad [SEP] too ez,I
just end gus mid end [SEP] its ok [SEP] so? still dead [SEP] no justice for this dawn [SEP] gg mid [SEP] just dont def [SEP] report mid ty [SEP] ez [SEP] but lost sad [SEP] mid@@ [SEP] and comm abuse bitched the entire game,E
gg,O
:/,O
please report sf [SEP] gg,O
please report sf [SEP] storm blushes [SEP] report this lina stupid useless,E
please report sf [SEP] storm blushes [SEP] haha T_T [SEP] should join Ti6,O
report slark pls,A
F FEED FEED [SEP] i wasnt suppose to get it,O
F FEED FEED [SEP] wp [SEP] ?,O
F FEED FEED [SEP] wp [SEP] ggwp [SEP] b,O
F FEED FEED [SEP] wp [SEP] ggwp [SEP] At lease item [SEP] u took my ta,O
F FEED FEED [SEP] wp [SEP] ggwp [SEP] At lease item [SEP] down the drian [SEP] gg,O
F FEED FEED [SEP] wp [SEP] ggwp [SEP] At lease item [SEP] down the drian [SEP] gg [SEP] :)),O
F FEED FEED [SEP] wp [SEP] ggwp [SEP] At lease item [SEP] down the drian [SEP] gg [SEP] GG [SEP] g g,A
xD,O
keepo,O
ahahaha [SEP] Io why :(,O
ahahaha [SEP] gg [SEP] ggwp FUCKING CUNT fuck off to your actual mmr thx,E
ahahaha [SEP] gg [SEP] wp tiny [SEP] hahaah draw,O
ahahaha [SEP] gg [SEP] wp tiny [SEP] commend cute pudge [SEP] gg,O
ahahaha [SEP] gg [SEP] wp tiny [SEP] commend cute pudge [SEP] youre welcum forcestaff [SEP] ROSHAN IS OURS,O
ahahaha [SEP] gg [SEP] wp tiny [SEP] commend cute pudge [SEP] youre welcum forcestaff [SEP] gg [SEP] he'll just unp..,O
ahahaha [SEP] gg [SEP] wp tiny [SEP] commend cute pudge [SEP] youre welcum forcestaff [SEP] gg [SEP] fail mid [SEP] he is in d2 but dont rec,O
ahahaha [SEP] gg [SEP] wp tiny [SEP] commend cute pudge [SEP] youre welcum forcestaff [SEP] gg [SEP] fail mid [SEP] gg [SEP] :(,O
ahahaha [SEP] gg [SEP] wp tiny [SEP] commend cute pudge [SEP] youre welcum forcestaff [SEP] gg [SEP] fail mid [SEP] gg [SEP] gg [SEP]  cmon... ,O
ahahaha [SEP] gg [SEP] wp tiny [SEP] commend cute pudge [SEP] youre welcum forcestaff [SEP] gg [SEP] fail mid [SEP] gg [SEP] gg [SEP] gg [SEP] HAHAHAHA the fuck man,O
ahahaha [SEP] gg [SEP] wp tiny [SEP] commend cute pudge [SEP] youre welcum forcestaff [SEP] gg [SEP] fail mid [SEP] gg [SEP] gg [SEP] gg [SEP] gg [SEP] haha,O
didnt you lose first blood to me by just standing in front of me ? dont blame the others,O
 Sry clinkz,O
why dont end?,O
show me ur skillz at battlefield m8 i rek u,O
supports CAN win games dont act like ur good cunt,E
counter?,O
all report spirit [SEP] whos the 5k on ur team again?,O
tri top ez win :D,I
never give up pls u still have chance,O
:D,O
need a new internet provider,O
haha u so bad shut the fuck up,E
lmao,O
dont fuck riki,E
hahahahha yo mama better [SEP] gg,O
hahahahha yo mama better [SEP] report [SEP] I give 20 kills and you can't win omg,I
hahahahha yo mama better [SEP] report [SEP] necrophos [SEP] rekt,O
:D,O
? [SEP] Gg wp,O
not in that mmr,O
0-3 talking haha [SEP] lel,O
ggwp,O
account buyer,I
moan more? [SEP] boy btr dont lose,O
time to go get fatter on fast food boys!,O
ez [SEP] qop tilt mode engaged D:,O
ez [SEP] 1 vs 1 pls haha  u are ez for me haha [SEP] thought he raged quit,O
ez [SEP] 1 vs 1 pls haha  u are ez for me haha [SEP] i'm not 10 [SEP] greedy fucker,E
ez [SEP] 1 vs 1 pls haha  u are ez for me haha [SEP] i'm not 10 [SEP] nice pick invo u stole my hero u deserve this [SEP] gg,O
ez [SEP] 1 vs 1 pls haha  u are ez for me haha [SEP] i'm not 10 [SEP] nice pick invo u stole my hero u deserve this [SEP] big combo man [SEP] é lixo fiz oq pud nucna vi um aa joga tanto cotnra,O
sf muted list,O
haha [SEP] lol mid,O
haha [SEP] 1 vs 1 [SEP] GG,O
haha [SEP] 1 vs 1 [SEP] 4k [SEP] muah :D,O
"haha [SEP] 1 vs 1 [SEP] 4k [SEP] fuck off jugg l2p [SEP] ? Ez ,od mid",I
haha [SEP] 1 vs 1 [SEP] 4k [SEP] fuck off jugg l2p [SEP] youmadbro? [SEP] u nigga LEL,E
haha [SEP] 1 vs 1 [SEP] 4k [SEP] fuck off jugg l2p [SEP] youmadbro? [SEP] 1vs 2 lobby [SEP] k,O
haha [SEP] 1 vs 1 [SEP] 4k [SEP] fuck off jugg l2p [SEP] youmadbro? [SEP] 1vs 2 lobby [SEP] 2k kid what? [SEP] ggez,O
ty,O
HAHA GLHF [SEP] pro,O
rekt,O
boy am i sick of seeing those 2 little cunts,E
or dc?,O
ok ok sorry didnt wanted to piss u [SEP] :P say thanks for the save invo,O
nice,O
haha he s :D just a game relax [SEP] remake,O
haha he s :D just a game relax [SEP] miss last hits for dneis [SEP] thnx guys,O
haha he s :D just a game relax [SEP] miss last hits for dneis [SEP] wow ure mad [SEP] y?,O
haha he s :D just a game relax [SEP] miss last hits for dneis [SEP] wow ure mad [SEP] ? [SEP] stupid team ez,E
you ult dont cover me,O
lol,O
oh yeah forgot your mums a dude,E
and muted [SEP] kjkustu wtf vs 5,O
and muted [SEP] FUCKINF [SEP] gv u song,O
and muted [SEP] FUCKINF [SEP] and ur jsut shit [SEP] bkb haha stupid players,O
and muted [SEP] FUCKINF [SEP] and ur jsut shit [SEP] RETARD [SEP] gg riki commended,A
and muted [SEP] FUCKINF [SEP] and ur jsut shit [SEP] RETARD [SEP] o0ur jug is afk [SEP] ggwp,O
and muted [SEP] FUCKINF [SEP] and ur jsut shit [SEP] RETARD [SEP] o0ur jug is afk [SEP] we have afk feeder jug so shh [SEP] gotta love a good loss coz of downs,O
and muted [SEP] FUCKINF [SEP] and ur jsut shit [SEP] RETARD [SEP] o0ur jug is afk [SEP] we have afk feeder jug so shh [SEP] i'm sure u won anyway [SEP] lol,O
and muted [SEP] FUCKINF [SEP] and ur jsut shit [SEP] RETARD [SEP] o0ur jug is afk [SEP] we have afk feeder jug so shh [SEP] i'm sure u won anyway [SEP] 4v4 dis jug rofl epic and 3 ma tp [SEP] hahahaha EZ,E
all ulti for CK new meta,O
and she bite ur stuff off,E
:'( [SEP] ++,O
go mid,O
hate mid more [SEP] techhies ftw,O
hate mid more [SEP] kappa [SEP] wp Team wipe,O
hate mid more [SEP] kappa [SEP] 134 csw Cs [SEP] ggwp end pls,O
hate mid more [SEP] kappa [SEP] 134 csw Cs [SEP] nice game 3v 7 [SEP] i will deny dnt worry,O
hate mid more [SEP] kappa [SEP] 134 csw Cs [SEP] nice game 3v 7 [SEP] ez invo ez [SEP] owned by a dumb dp yeah,E
hate mid more [SEP] kappa [SEP] 134 csw Cs [SEP] nice game 3v 7 [SEP] ez invo ez [SEP] ofc its easy [SEP] :),O
hate mid more [SEP] kappa [SEP] 134 csw Cs [SEP] nice game 3v 7 [SEP] ez invo ez [SEP] ofc its easy [SEP] a fuckign safelane rofl my solo is 5k clock u mong [SEP] yea,O
hate mid more [SEP] kappa [SEP] 134 csw Cs [SEP] nice game 3v 7 [SEP] ez invo ez [SEP] ofc its easy [SEP] a fuckign safelane rofl my solo is 5k clock u mong [SEP] u mong [SEP] gg,O
hate mid more [SEP] kappa [SEP] 134 csw Cs [SEP] nice game 3v 7 [SEP] ez invo ez [SEP] ofc its easy [SEP] a fuckign safelane rofl my solo is 5k clock u mong [SEP] u mong [SEP] cs On ] [SEP] defende top sai daqui nice buyback,O
hate mid more [SEP] kappa [SEP] 134 csw Cs [SEP] nice game 3v 7 [SEP] ez invo ez [SEP] ofc its easy [SEP] a fuckign safelane rofl my solo is 5k clock u mong [SEP] u mong [SEP] cs On ] [SEP] 134 [SEP] not my problem...i guess,O
hate mid more [SEP] kappa [SEP] 134 csw Cs [SEP] nice game 3v 7 [SEP] ez invo ez [SEP] ofc its easy [SEP] a fuckign safelane rofl my solo is 5k clock u mong [SEP] u mong [SEP] cs On ] [SEP] 134 [SEP] so bad [SEP] lose mid really? lel2,O
map hack,O
hey [SEP] gg,O
hahaha,O
ebat' ti batya urod,O
sure [SEP] EleNiggle,O
sure [SEP] geh [SEP] IVE PLAYE ENOUGH ES TO PREDICT THIS SHIT,E
sup sf,O
stfu noob no one wants to meet noobs,E
lc,O
what are you fuckwits going on about [SEP] he was afk,A
what are you fuckwits going on about [SEP] boots u for real dde [SEP] PA you lucky bastard,E
what are you fuckwits going on about [SEP] boots u for real dde [SEP] 1 min [SEP] ahah,O
what are you fuckwits going on about [SEP] boots u for real dde [SEP] 1 min [SEP] fuck man that hurts [SEP] Then don't defend,O
what are you fuckwits going on about [SEP] boots u for real dde [SEP] 1 min [SEP] fuck man that hurts [SEP] haha [SEP] now i kno how dendo fel ; ' (,O
wow wow/10,O
? wow nice strat p[aise,O
"just wait , hes onlinE",O
he ran like a fkn spastic LOL [SEP] lo,O
he ran like a fkn spastic LOL [SEP] almost [SEP] more pls ar waiting you,O
he ran like a fkn spastic LOL [SEP] almost [SEP] kek [SEP] we got this slark and es,O
wait,A
no i have brains [SEP] Now he will feed,O
no i have brains [SEP] nice play ember [SEP] report invoker for feed,A
no i have brains [SEP] nice play ember [SEP] fellow 4.2 :;-) [SEP] sf pa,O
no i have brains [SEP] nice play ember [SEP] fellow 4.2 :;-) [SEP] u r a moron [SEP] why would we understand you?? hmm?,O
no i have brains [SEP] nice play ember [SEP] fellow 4.2 :;-) [SEP] u r a moron [SEP] not as nice as u ^^ [SEP] haha,O
no i have brains [SEP] nice play ember [SEP] fellow 4.2 :;-) [SEP] u r a moron [SEP] not as nice as u ^^ [SEP] haha  See so should I afk at home? and let u get boot [SEP] its okay HAHAHA,O
no i have brains [SEP] nice play ember [SEP] fellow 4.2 :;-) [SEP] u r a moron [SEP] not as nice as u ^^ [SEP] haha  See so should I afk at home? and let u get boot [SEP] take bot farm and go other lanes smart [SEP] lol,O
no i have brains [SEP] nice play ember [SEP] fellow 4.2 :;-) [SEP] u r a moron [SEP] not as nice as u ^^ [SEP] haha  See so should I afk at home? and let u get boot [SEP] take bot farm and go other lanes smart [SEP] kek [SEP] im just want 2 tango at start,O
ggwp :V,O
so?,O
Haha [SEP] SEARCH CEN IZA ON FB,O
Haha [SEP] LOL [SEP] ggwp,O
Haha [SEP] LOL [SEP] aus doita is fucking trash [SEP] ?,O
Haha [SEP] LOL [SEP] aus doita is fucking trash [SEP] damn aus dota is hard [SEP] hi,O
Haha [SEP] LOL [SEP] aus doita is fucking trash [SEP] damn aus dota is hard [SEP] lel [SEP] lmao,O
Haha [SEP] LOL [SEP] aus doita is fucking trash [SEP] damn aus dota is hard [SEP] lel [SEP] i was scrabbling [SEP] report invoker,A
Haha [SEP] LOL [SEP] aus doita is fucking trash [SEP] damn aus dota is hard [SEP] lel [SEP] i was scrabbling [SEP] 24 min midas [SEP] Gg,O
Haha [SEP] LOL [SEP] aus doita is fucking trash [SEP] damn aus dota is hard [SEP] lel [SEP] i was scrabbling [SEP] 24 min midas [SEP] BL boys [SEP] We all randomed,O
anyway we got slark with 0 frags,I
this ember trash [SEP] are u a pusher? or a businessman?,O
ok nigga,E
ur so wrong meepo,O
) [SEP] xD,O
every kid knows that,E
GE GE ez,I
report invoker pls [SEP] traitor..tat gay alch ^^,E
ggwp,O
we were away? [SEP] ROFL,O
we were away? [SEP] this fucking aa 0 wards whole game [SEP] rc,O
we were away? [SEP] this fucking aa 0 wards whole game [SEP] Ta won the game only [SEP] BYE,O
we were away? [SEP] this fucking aa 0 wards whole game [SEP] Ta won the game only [SEP] it is not hero in this game [SEP] Nice money,O
gl next,O
report him TI5 blachhole [SEP] im russian,O
report him TI5 blachhole [SEP] easy Kappa [SEP] GG WP NOOB WR,E
useless AM,I
noob team [SEP] gg,O
noob team [SEP] thanks for the game [SEP] gg,O
noob team [SEP] thanks for the game [SEP] nice team as i said before there is gem on a ground but nvm [SEP] ez mid,I
noob team [SEP] thanks for the game [SEP] nice team as i said before there is gem on a ground but nvm [SEP] nice STUN WR [SEP] he dc,O
noob team [SEP] thanks for the game [SEP] nice team as i said before there is gem on a ground but nvm [SEP] nice STUN WR [SEP] ggwp you deserve to win [SEP] alright purp,O
noob team [SEP] thanks for the game [SEP] nice team as i said before there is gem on a ground but nvm [SEP] nice STUN WR [SEP] ggwp you deserve to win [SEP] rofl nice ulti od [SEP] absolutley fucking retarded fucks on my bullshit team fuck you timber shit cunt fuck you doom,E
noob team [SEP] thanks for the game [SEP] nice team as i said before there is gem on a ground but nvm [SEP] nice STUN WR [SEP] ggwp you deserve to win [SEP] rofl nice ulti od [SEP] + [SEP] soooooooo ez lol,I
noob team [SEP] thanks for the game [SEP] nice team as i said before there is gem on a ground but nvm [SEP] nice STUN WR [SEP] ggwp you deserve to win [SEP] rofl nice ulti od [SEP] + [SEP] yep [SEP] wag agaw last hit,O
WHERE'D YOU GET A BAG ogre magi √© t√£o lindo <3,O
4v4 dis jug rofl epic and 3 ma tp,O
And was supposed to use it Nope You are ignorant On what happeend,O
fuycku,E
gg noob picks,E
gj omni,O
wp qop [SEP] ddos,O
wp qop [SEP] wp guys [SEP] heal ward LOL,O
awesome game all,O
okay,O
bastard,E
u re just losing time,O
commend swap ? [SEP] sad,O
commend swap ? [SEP] LOL [SEP] dotacinema xD,O
commend swap ? [SEP] LOL [SEP] gg wp [SEP] Aw,O
commend me ty gg,A
jALO [SEP] FUCK OFF,E
jALO [SEP] rofl [SEP] pff thaha,O
GG,O
aw,O
gg,O
gg haha,O
cuz this game is low skilled,O
Que izi :v [SEP] rip,O
Que izi :v [SEP] fucking pinoy peruvian [SEP] well its a hard early game,O
Que izi :v [SEP] fucking pinoy peruvian [SEP] Ez top [SEP] this sky,O
Que izi :v [SEP] fucking pinoy peruvian [SEP] Ez top [SEP] gg shitshaker [SEP] farm hahaha 361 noob,E
o close ursa,O
GG undy win games,O
lol you known,O
ty,O
FAKE WORLD WONDERLAND!! FAKE WORLD!! WONDERLAND!!,O
wrong [SEP] 3mins,O
wrong [SEP] chemistry We had That [SEP] ty,O
wrong [SEP] chemistry We had That [SEP] that is just sodium [SEP] gg,O
wrong [SEP] chemistry We had That [SEP] that is just sodium [SEP] i myslef discorvered america [SEP] lolol lol?,O
wrong [SEP] chemistry We had That [SEP] that is just sodium [SEP] i myslef discorvered america [SEP] Sodium Chloride basic stuff U dont know? [SEP] bloody hell,O
wrong [SEP] chemistry We had That [SEP] that is just sodium [SEP] i myslef discorvered america [SEP] Sodium Chloride basic stuff U dont know? [SEP] and why do we care? god [SEP] =)),O
wrong [SEP] chemistry We had That [SEP] that is just sodium [SEP] i myslef discorvered america [SEP] Sodium Chloride basic stuff U dont know? [SEP] and why do we care? god [SEP] dont worry i dont [SEP] run ?,O
wrong [SEP] chemistry We had That [SEP] that is just sodium [SEP] i myslef discorvered america [SEP] Sodium Chloride basic stuff U dont know? [SEP] and why do we care? god [SEP] dont worry i dont [SEP] rage quit agad [SEP] GG cmd me,O
wrong [SEP] chemistry We had That [SEP] that is just sodium [SEP] i myslef discorvered america [SEP] Sodium Chloride basic stuff U dont know? [SEP] and why do we care? god [SEP] dont worry i dont [SEP] rage quit agad [SEP] Who discovered America? [SEP] oh,O
wrong [SEP] chemistry We had That [SEP] that is just sodium [SEP] i myslef discorvered america [SEP] Sodium Chloride basic stuff U dont know? [SEP] and why do we care? god [SEP] dont worry i dont [SEP] rage quit agad [SEP] Who discovered America? [SEP] i was bluffing dont take it so seriously [SEP] relax,O
wrong [SEP] chemistry We had That [SEP] that is just sodium [SEP] i myslef discorvered america [SEP] Sodium Chloride basic stuff U dont know? [SEP] and why do we care? god [SEP] dont worry i dont [SEP] rage quit agad [SEP] Who discovered America? [SEP] i was bluffing dont take it so seriously [SEP] your mom [SEP] he call me in phone he is comming,O
wrong [SEP] chemistry We had That [SEP] that is just sodium [SEP] i myslef discorvered america [SEP] Sodium Chloride basic stuff U dont know? [SEP] and why do we care? god [SEP] dont worry i dont [SEP] rage quit agad [SEP] Who discovered America? [SEP] i was bluffing dont take it so seriously [SEP] your mom [SEP] Well where for asia So We dont give a Fk about America :3 [SEP] I think so haha,O
wrong [SEP] chemistry We had That [SEP] that is just sodium [SEP] i myslef discorvered america [SEP] Sodium Chloride basic stuff U dont know? [SEP] and why do we care? god [SEP] dont worry i dont [SEP] rage quit agad [SEP] Who discovered America? [SEP] i was bluffing dont take it so seriously [SEP] your mom [SEP] Well where for asia So We dont give a Fk about America :3 [SEP] lel [SEP] sil yuor autos are wrecking me :(,O
wrong [SEP] chemistry We had That [SEP] that is just sodium [SEP] i myslef discorvered america [SEP] Sodium Chloride basic stuff U dont know? [SEP] and why do we care? god [SEP] dont worry i dont [SEP] rage quit agad [SEP] Who discovered America? [SEP] i was bluffing dont take it so seriously [SEP] your mom [SEP] Well where for asia So We dont give a Fk about America :3 [SEP] lel [SEP] george bush [SEP] ez,I
wrong [SEP] chemistry We had That [SEP] that is just sodium [SEP] i myslef discorvered america [SEP] Sodium Chloride basic stuff U dont know? [SEP] and why do we care? god [SEP] dont worry i dont [SEP] rage quit agad [SEP] Who discovered America? [SEP] i was bluffing dont take it so seriously [SEP] your mom [SEP] Well where for asia So We dont give a Fk about America :3 [SEP] lel [SEP] george bush [SEP] my dick [SEP] Live streaming the game right now: www.twitch.tv/xarub Awesome people welcome!,O
wrong [SEP] chemistry We had That [SEP] that is just sodium [SEP] i myslef discorvered america [SEP] Sodium Chloride basic stuff U dont know? [SEP] and why do we care? god [SEP] dont worry i dont [SEP] rage quit agad [SEP] Who discovered America? [SEP] i was bluffing dont take it so seriously [SEP] your mom [SEP] Well where for asia So We dont give a Fk about America :3 [SEP] lel [SEP] george bush [SEP] my dick [SEP] thats not enough [SEP] with support razor,O
wrong [SEP] chemistry We had That [SEP] that is just sodium [SEP] i myslef discorvered america [SEP] Sodium Chloride basic stuff U dont know? [SEP] and why do we care? god [SEP] dont worry i dont [SEP] rage quit agad [SEP] Who discovered America? [SEP] i was bluffing dont take it so seriously [SEP] your mom [SEP] Well where for asia So We dont give a Fk about America :3 [SEP] lel [SEP] george bush [SEP] my dick [SEP] thats not enough [SEP] christopher christopher de leon [SEP] fEED PLEASE,I
wrong [SEP] chemistry We had That [SEP] that is just sodium [SEP] i myslef discorvered america [SEP] Sodium Chloride basic stuff U dont know? [SEP] and why do we care? god [SEP] dont worry i dont [SEP] rage quit agad [SEP] Who discovered America? [SEP] i was bluffing dont take it so seriously [SEP] your mom [SEP] Well where for asia So We dont give a Fk about America :3 [SEP] lel [SEP] george bush [SEP] my dick [SEP] thats not enough [SEP] christopher christopher de leon [SEP] No [SEP] gg,O
wrong [SEP] chemistry We had That [SEP] that is just sodium [SEP] i myslef discorvered america [SEP] Sodium Chloride basic stuff U dont know? [SEP] and why do we care? god [SEP] dont worry i dont [SEP] rage quit agad [SEP] Who discovered America? [SEP] i was bluffing dont take it so seriously [SEP] your mom [SEP] Well where for asia So We dont give a Fk about America :3 [SEP] lel [SEP] george bush [SEP] my dick [SEP] thats not enough [SEP] christopher christopher de leon [SEP] No [SEP] PNoy [SEP] ROFL Virgin alert,E
wrong [SEP] chemistry We had That [SEP] that is just sodium [SEP] i myslef discorvered america [SEP] Sodium Chloride basic stuff U dont know? [SEP] and why do we care? god [SEP] dont worry i dont [SEP] rage quit agad [SEP] Who discovered America? [SEP] i was bluffing dont take it so seriously [SEP] your mom [SEP] Well where for asia So We dont give a Fk about America :3 [SEP] lel [SEP] george bush [SEP] my dick [SEP] thats not enough [SEP] christopher christopher de leon [SEP] No [SEP] PNoy [SEP] PNoy amf ahah [SEP] lol,O
GG,O
tetris na lang kayo [SEP] GG wp,O
tetris na lang kayo [SEP] lol [SEP] Lol ns,O
tetris na lang kayo [SEP] lol [SEP] ez [SEP] T_T,O
tetris na lang kayo [SEP] lol [SEP] ez [SEP] sos [SEP] welp im done with this absolutely terrible patch ill be back if something improves,O
w8 pls,A
mistakes made?,O
w8 plss [SEP] hahaqha,O
w8 plss [SEP] ty all [SEP] youy're dead too nvm,E
He good just bad ta And wards we won from wards we won this times*,O
acc buyer? kek,I
HAHA DAAAZEHL [SEP] ok then lion,O
HAHA DAAAZEHL [SEP] xd [SEP] ),O
Wa G,A
;p;z,O
sup,O
need Reconnet grapic bug [SEP] the fuck,E
need Reconnet grapic bug [SEP] i hope someone of you losses connection [SEP] remember to do some damage if not u afk,A
need Reconnet grapic bug [SEP] i hope someone of you losses connection [SEP] 22 sek lol [SEP] def please,O
need Reconnet grapic bug [SEP] i hope someone of you losses connection [SEP] 22 sek lol [SEP] you lost anyways [SEP] np seem so mad lol ur frist game win?,O
talk plzz fk u noob ez,E
gg,O
lal [SEP] gg,O
lal [SEP] will report him :) [SEP] fucking noob,E
lal [SEP] will report him :) [SEP] + [SEP] 1 more,O
sad what a hero,O
 i wanna play [SEP] yes u can laugh at me but i rekt u on top lane with refrac,O
 i wanna play [SEP] 2 min pls [SEP] go play,O
u good,O
FUCKING,E
wow i kill more than sf :/,O
i tried,O
gg [SEP] u trash,E
gg [SEP] ggwp [SEP] ROFL LOL U didnt hit me u get 500gold,O
game was lost when weaver fed first blood,O
THEY JSUT FEED NO MATTER THE HERO,O
ember more mvp,O
Lina^* No wait [SEP] apparently this game is all my fault as solo support :),O
Lina^* No wait [SEP] cheers am [SEP] hf,O
hahah,O
no good hero dendi plys sniper,O
748,O
in lategame,O
REPORT zeus stealmid feed sure,A
"go vs creeps I hate this retards [SEP] gg, wp",O
Z,I
me?? jajajajajaja [SEP] kakakak,O
thats swap lmoa,O
like this furi end undaut [SEP] i mean look at our wr,O
why do tards talk in all chat,O
commend pls,A
,O
me gud player,O
w8 plz [SEP] pudsge is fun as shit when your drunk,E
w8 plz [SEP] Btw your mom gay [SEP] #sniper,O
w8 plz [SEP] Btw your mom gay [SEP] pidori [SEP] <3,O
sk did very well,O
no pause,A
how is scared of losing related to being poor? =D,I
zica,O
GG [SEP] jaja hahaha,O
GG [SEP] ggwp [SEP] we let you end  only slark and sf def,O
GG [SEP] ggwp [SEP] gg [SEP] wtf ?,O
gg wp ty for the game guys,O
look my last game i fuck them all im a fucker,E
friend,O
nice bashes bro [SEP] yey,O
Now you'll never know whats on the courier,O
https:,O
z,I
u uys [SEP] ggwp,O
stfuy trash pls rly dota is karma hope u get 2k,E
gg live [SEP] NICE 3K IO,I
bouhgt my own aghs u fuck,E
GG,O
gg [SEP] feeding jugger is reported,A
are you ready you shits to get dumpstered by my legendary slardar,E
end,O
ggwp,O
:)))0 [SEP] +,O
:)))0 [SEP] ez mid [SEP] pause to calm down,A
:)))0 [SEP] ez mid [SEP] wr trash [SEP] >Well played!,O
restarting comp,A
lmao,O
z bo. [SEP] nice support,O
z bo. [SEP] hahaha [SEP] ff,O
z bo. [SEP] hahaha [SEP] GG kids [SEP] ez mmr,I
z bo. [SEP] hahaha [SEP] GG kids [SEP] then give me that [SEP] Wait 3 min gays plz,O
z bo. [SEP] hahaha [SEP] GG kids [SEP] then give me that [SEP] yeah [SEP] introboy,I
z bo. [SEP] hahaha [SEP] GG kids [SEP] then give me that [SEP] yeah [SEP] 555 [SEP] lol,O
z bo. [SEP] hahaha [SEP] GG kids [SEP] then give me that [SEP] yeah [SEP] 555 [SEP] byr bye [SEP] waiting for nothing,O
z bo. [SEP] hahaha [SEP] GG kids [SEP] then give me that [SEP] yeah [SEP] 555 [SEP] byr bye [SEP] im pro [SEP] idiot team,E
z bo. [SEP] hahaha [SEP] GG kids [SEP] then give me that [SEP] yeah [SEP] 555 [SEP] byr bye [SEP] im pro [SEP] hahaha [SEP] haha,O
z bo. [SEP] hahaha [SEP] GG kids [SEP] then give me that [SEP] yeah [SEP] 555 [SEP] byr bye [SEP] im pro [SEP] hahaha [SEP] def def [SEP] trax,O
z bo. [SEP] hahaha [SEP] GG kids [SEP] then give me that [SEP] yeah [SEP] 555 [SEP] byr bye [SEP] im pro [SEP] hahaha [SEP] def def [SEP] report pl [SEP] lol,O
z bo. [SEP] hahaha [SEP] GG kids [SEP] then give me that [SEP] yeah [SEP] 555 [SEP] byr bye [SEP] im pro [SEP] hahaha [SEP] def def [SEP] report pl [SEP] PRO? [SEP] so much death,O
"z bo. [SEP] hahaha [SEP] GG kids [SEP] then give me that [SEP] yeah [SEP] 555 [SEP] byr bye [SEP] im pro [SEP] hahaha [SEP] def def [SEP] report pl [SEP] PRO? [SEP] lol [SEP] ./,.",O
z bo. [SEP] hahaha [SEP] GG kids [SEP] then give me that [SEP] yeah [SEP] 555 [SEP] byr bye [SEP] im pro [SEP] hahaha [SEP] def def [SEP] report pl [SEP] PRO? [SEP] lol [SEP] yeah [SEP] resume again i quit,A
z bo. [SEP] hahaha [SEP] GG kids [SEP] then give me that [SEP] yeah [SEP] 555 [SEP] byr bye [SEP] im pro [SEP] hahaha [SEP] def def [SEP] report pl [SEP] PRO? [SEP] lol [SEP] yeah [SEP] RIP 3k MMR [SEP] def,O
z bo. [SEP] hahaha [SEP] GG kids [SEP] then give me that [SEP] yeah [SEP] 555 [SEP] byr bye [SEP] im pro [SEP] hahaha [SEP] def def [SEP] report pl [SEP] PRO? [SEP] lol [SEP] yeah [SEP] RIP 3k MMR [SEP] ez [SEP] please kill doom,I
z bo. [SEP] hahaha [SEP] GG kids [SEP] then give me that [SEP] yeah [SEP] 555 [SEP] byr bye [SEP] im pro [SEP] hahaha [SEP] def def [SEP] report pl [SEP] PRO? [SEP] lol [SEP] yeah [SEP] RIP 3k MMR [SEP] ez [SEP] HOW BOUT MID? [SEP] want feed?,E
bb,O
lina lose mid  dont know why,O
report scum on huskar [SEP] hello,O
report scum on huskar [SEP] not a fun game for me [SEP] lol,O
report scum on huskar [SEP] not a fun game for me [SEP] wait for pink to get abandon Then finish pls gg this game sucks anyways who cares [SEP] XXDDD,O
dont def please,O
go [SEP] kill am,O
gg,O
? [SEP] Hahaha,O
here yet?,O
= =?,O
dos duelos :D [SEP] HAHAHHA no silence FROM QOP XDDDD HAHAHHAAH BLINK INTO TA WTF IS THIS,O
WOW,O
why?,O
report omni,A
"lol 4,6 noobs [SEP] wp",O
"lol 4,6 noobs [SEP] what [SEP] ty",O
"lol 4,6 noobs [SEP] what [SEP] ggwp [SEP] ....",O
"lol 4,6 noobs [SEP] what [SEP] ggwp [SEP] ez [SEP] haha",O
"lol 4,6 noobs [SEP] what [SEP] ggwp [SEP] ez [SEP] NO IMPACT [SEP] let the poor man pee",O
:DDDDDDD,O
"report qop ty :) [SEP] xD report wk, thx",A
