text,labels
He's so bad =[,O
GG,O
i died inside long time ago,O
so what happend?,O
ajajja,O
ez,I
LUCKY I DIDNT CARRY BITCHES,E
wait,A
he is coming there is lag  he said..,O
soooooooooooooooo weak,O
dat rune,O
door is not a good reason unless u dc,O
"regbnt utv rkbyrp c dfvb hzjv ,tuftn",O
slark ok woobshe,O
^_^,O
gg fucking u,E
ez for trash tinker,I
ty haha,O
can you? nice one,O
gg,O
WARUM SO EINFACH,O
F{{FA{FA{FA TOP KAMEN IN THE WORLD,O
rofl,O
no ?,O
ggwp,O
okay,O
lolll,O
cumbak,E
ty,O
You buddy,O
2 mid?,O
gg ez storm,I
ez Es,I
plz report morph for dat stun lol,A
Z EZ MID,I
killed by wk,O
nah you just dont know how to blink,O
hi,O
haha,O
h3h3,O
i am worth dat sacrifice,O
gg,O
ggwp ggng,O
ez ez fucking ez,I
aw ttuskk,O
gg,O
he us new,O
cunt,E
I wouldn't really believe you,O
bb is cool,O
wow,O
gg,O
?,O
Gg Ez  :V,I
WOW,O
love u too,O
gg,O
IDIOT LINA,E
u to ss,O
Dedz lion,O
I am still so fkn dirty about that fb. I spiked out so hard,O
?,O
mad?,O
LOL,O
haha,O
my predict LOL hahaa sad sad sad,O
die bitch,E
GAME,O
We fucking waited you,E
gee gee,O
introboys,I
ROFL,O
so nice,O
X'),O
lol7,O
?,O
yolo,O
wtf,E
i swear i wont def with a moron wk,E
D,O
LOL Qop haa,O
gg,O
I mean your viper had trash farm,E
now u blaming me on my items? no worry,O
ok,O
G,A
ok2,O
gg,O
Gg,O
rofl,O
end fast,O
dayyyuum  so gay,E
run ez,I
gg,O
hAHA HAHAHA hahahaha,O
HALLO,O
so much alche right,O
it feels like we have klnown each other for ever,O
plz can u report naga tinker and drow for  being fucking morons,A
ayy,O
just report this shit,E
lol,O
this was ez,E
5k zeus is real,O
z BOT,I
what balls,O
ok,O
"laned vs a retard, wins lane, thinks hes god",E
yea his top,O
i bet a tower will get our first kill,O
ggwp,O
im not kidding i'll give you dr 2800,O
wtf how,O
gg,O
gg,O
yeah,O
undying doesnt build mech,O
gg sonic,O
ya coz u feed too much u actually lost as ursa remember? noob jus feed this veno noob and act pro good for u,E
5 4,O
wtf leave this game idiots,E
yeah u and ur motherless bullshit,E
Alch is coming for rampage,O
stupid sahdow,E
TY MAGNUS,O
egege,O
) gg,O
so does top btm,O
nice try :D,O
REPORT AM ALL REPORT AM ALL PLS,A
noob ta,E
where is he my friend,O
bolder throwing cunts gg,O
dude :/,O
took you long enough,O
oh wait he was actually trying to trash talk me,E
Z ta 20-0,I
i dont hear somthing from clock so long,O
Z MID EZ GAME,I
WAAAH THEY COUTNERPICKED,O
he will come back or what? try english,E
pls,O
that cleave,O
noob lover Facke discoonect,E
#NAME?,O
lol,O
wtf howdu u know,O
NICE ULTO,O
hahaha,O
sad blame time,O
gj es and wr gj russian idiots focusings tide,E
tactical,O
commend me hahahahah,A
hahaha,O
nää,O
"orry, he lag.",O
wp,O
gg,E
gg wp,O
gifts for the vagi,O
Are you ok ? b timber,O
Ggwp,O
please,O
tusk switch plz,O
heheh,O
blame time gg boys,I
am cant blink lol,O
gg guys,O
finish 5 vs 4,A
you played ass as so did he,E
lz no Game of Throws,O
wait,A
why,O
,O
? dendi,O
GO!!!!,O
nice rosh,O
stupid noob,E
wanna be core lol,O
why?,O
u name like dog. bobby,O
boy intro kasi tusk namin,O
dildo bagging sry u lost 2in a row,O
ggwp,O
rofl,O
REPORT,A
rly 10 min ago,O
ahahaha dat pud,O
missing mid??,O
truth,O
rq?,O
nothing of value was lost zeus > gyro,O
good asshole,E
ROFL DP,O
ez pudge,I
zeus oruspı cpcugu GO END GG GO END PLEASE GO END FUCKNG NOOB ZEUS,E
Haha,O
hi drow,O
..,O
gg hah,O
LOL,O
wahahahah,O
,O
ggwp,O
oh ffs,O
gg anyways ty volvo,O
lol,O
NO AGHS FOR ANYONE,O
paper!,O
this sniper will get +25,O
don't apologise,O
what was that?,O
Relocate people to our fountaion. Fountain*,O
lol,O
ty,O
AD,O
all of them XD,O
REPROT HIM FOR TRYHARDING,A
2k na it's pertty dame to 5K Peru,E
hf,O
such strong qop init,O
i not dead,O
Ok,O
dont blame really,O
fuck carry,E
HF,O
omg pro,O
ggwp,O
?,O
noob me,E
hehe,O
don;t expect me to win mid'  direct quote from invoker,I
wr stop trying to kill me with powershot and fucking man up,E
i die for my team,O
gg noob,E
1 for 5 lol,O
why,O
lol,O
please pasie all of the map is error,O
this teeny is dogshit :/,E
by herself all the time ulti when you looking other way,O
wait,O
for most of our team,O
HAHA,O
maen my,O
this guys,O
1 on 1 ursa no item,O
lol,O
i lost 800 0coins today dont htink i shoiuld\,O
gg,O
rekt,O
YAAH,O
ikr,O
why me,O
CAUSE ALWAYS DEAD,O
srsly got a deso in 2min track op,O
WTF?!,O
haha,O
RROOOOOY,O
get baited,O
enjoy your 420 day ban,O
"In the picks, we had planned to pick jugg, and right before we picked him you did",O
he plays 1vs5 u fuck,E
LOL,O
ez katkaaa,I
"wards sold out, map covered in sentrys, jungle stacked nothing pleases this fucker",E
2mins? too long talong,O
Dick,E
DIDNT SEE MY LIFE LAGH,O
HOW YOU  IN 2015 PICKET COTL MID,O
lag,O
cai dm than kinh ak,O
wp :),O
your mom,E
sad  am,I
WTF,O
sos,O
aint gonna wait forever,O
ok,O
dont que again alch,O
nc giusy,O
rly viper?(,O
courier,O
... rubic,O
k i b np,O
gg at least our bounty has mkb and hits lick a wet noodle :D,O
ff :),O
ty,O
4,O
nD,O
how many times did u ulti ? only me!!!! haha jks,O
gg,O
gg,O
Z,I
Lel,O
C 1 MIN thx,O
A] why man,O
gracias,O
slark wanna  no :)),O
u almost got me couz i was watching holy haha,O
well WD wanted to commend jugg,A
wail played,O
hahahaha,O
sounds about right,O
lion is jaja bings,O
spec is a better hero than alch rofl,O
lol :D,O
ggf ff,O
When is that draw,O
nice AM pick,O
ggwp report sven for comm abuse,A
and ruining games,O
no srs You fucks,E
its d end,O
Ofc i didnt want mid,O
AHAHAHAHAHAHAHA AHAHAHAHAHAHAHAH,O
He won an off lane Vs a shit WK,O
lol what a nice day,O
you giving us gold,O
Invoker dog shit,E
yeah relax... don;t do it...relaxxx,O
tiny tossed him to us,O
idiot QOP,E
ggwp,O
lol,O
gg,O
one day is 24 hrs AHAHAHA,O
gg wp,O
OW EZ,I
was msging someone,O
Dat english,O
GG,O
OR I DIE TO CANCER,O
ya,O
yeah not in game,A
lol,O
siege creepz plz wow so much gold  cant believe,O
you were the problem qop,O
no,O
hahahaha LC idiot and Tiny Salty cant do anything,O
"As in, it was tree bending down kind of looking like a frog And the effigy was ice Hence icefrog",O
ｏｈ,O
GG WP,O
ks all game and say ez game wp necro,I
And look where we are now,O
"olo lane, with farm alch",O
riki ur not gonna win u know that,O
10 9 8 7 0,O
i think he not recon,A
ff pleas,O
lol just finish this nonsense my team is clueless,E
sec,O
2 on 4 hahaha GGWP,O
wii,O
wut do u guys want? thanks for the gem do appreciate,O
@ minutes 2 he lag,O
comback hahahaha,O
i dont have time  sorr,O
can u guys please stop farming and finish,O
qop sucks,E
deny the rax dont be a puss,O
def :))),O
yeanhj,O
uyes,O
ahaaha,O
finish it please,A
gg :o,O
what somali am i robbing for it,O
yes,O
miracle>s4 Kappa,O
Aaa,O
aw,O
juz a game,O
cya,O
yea how,O
ez,I
AHA HAHA,O
fk me,O
?,O
ez,I
O FUCKING NOOB,E
16/3 but lost lane to a solo enchantress,E
stfu you said that all game Just play,E
this fucking disruptor had glimpse and didnt use it,E
y u no def?,O
where are you going,O
y ?,O
wait!,O
2 mins,O
GG TEAM EVER,O
Follow me :D,O
nice ecvho,O
fuck u asian,E
he is goiod,O
die LIAR,O
pare us <3,O
gg,O
gg es!,O
ez ez,I
4k mmr noob,E
tell me pick LC mid againt lina is smart,O
go search next voker and meet me,O
really bad game,O
hup up pls,O
haha,O
U SUCK,E
end na,O
ill give u sex come here,O
"DAZZ MAXING 1ST SKILL LVL 8 STILL NO GRAVE MIRANA ULTI, NO SENTRIES, NO DUST i BOUGHT 3 OBS AND UPGRADED HCICKEN AND WE HAVE SHITHEAD DUSA DYING UNDER VISION",O
1,O
carry me elad,O
gg,O
its been 2months,O
ls 9 reports for lion pls report at braindead fucking noob For trying to ruin the game,E
I thought he played great,O
take bot farm and go other lanes smart,O
zeusss ultiiiii,O
so boring all want carry,O
haha lol haha,O
whats wrong with tide?,O
ggwp,O
commend wd,A
fak soul ring man this am so pussy runs from a lvl 6 medusa,E
i fucking hate n p fucking gayest shit,E
gg,O
ff pls,O
FARM MORE,O
mid fail,O
KA LE Wtf,O
okey u r the best,O
ggwp,O
problem,O
ggwp!,O
gg,O
lol,O
pro?,O
get out of ma hood,O
cause idk,O
"Ok reported, leave now",A
smoke,O
slut,O
gg,O
all of you 20 hp,O
so we're gonna wait until tomorrow,O
z,I
ty,O
gg,O
gg,O
+25 come to papa now come to papa nowwww,O
report this noob alch guys pls,E
i love ppl talk cock,E
my goverment block 2k porn site,O
so u missed that by miles,O
noob sf,E
omni 0 7 am 0 4,I
Why do you need 4 mid fam,O
gg  es you played goo dmid,O
oh well :(,O
login,O
can we end,O
fuck this alliance stack Kappa,E
noob pudge,E
reported,A
G,A
gg,O
idiot dont talk,E
no wonder  no fucking wonder but you'll lose the game this way guys,E
se,O
its injoker,O
im playing alone dude,O
ty,O
?,O
one sec please welp server pinging me out ready? ill play with 1k ping,O
juger trying ..,O
sps,O
you dont push,I
just end.. no need to farm guys.. i no def anymore,O
Gg :),O
r u sure ?,O
commend,A
you guys win this fag went mid so fucking bad mid,E
... no bully pls,O
this fits to the game anyway :D,O
team noobs,E
peenoise,O
if only,O
thjis retard alch win win,E
peruvian says it all,E
omg,O
zeus ss,O
pro clock finish pls,O
yeah with carries like these,O
g,A
fck team :D,E
ez mmr guys?),I
fuck alce free farm still noob,E
atay,O
man,O
bitch comment commend,E
so ez,I
why u always blame others when u are also useless,E
i will also feed,O
commend me,A
Haha Ez top Ez,I
die noob,E
wp,O
NO IMPACT,O
,O
hes on ur nc for the time before he dc,O
just end,A
best ulti am,O
"says deff, deffs like leonidas ff*",O
hay lmao *o*,O
jenau,O
fuck u im a queen,E
he cried me being level 3 when i stack 5x for him,I
nice set WK,O
:3,O
=) ty,O
commend,A
gg wp,O
lag,O
report fucking SB,E
kek,O
lol,O
,O
wait pls,A
end it,O
noob shit o0o,E
ty,O
ggwp,O
lel,O
lol,O
5 man,O
DREAMING,O
pick wk,A
lolz,O
gg,O
whats a powerball,O
wala nami piso,O
xD,O
sf pro player,O
push a lane,O
ofc we can,O
izi bot,E
wow,O
hahaha,O
no,O
ggwp comend me,A
good idea while feeding,O
Gg,O
ez,I
idk about peruvian apes they r just trash,E
jaja,O
haahahah the 4k useless retard is speaking,E
they rc,O
u dumb shit,E
all report wr,A
finish pls,O
"please, invoker carried you",O
rubick say bb to your wards,O
HAHAAH FISURE AHAHAHA,O
cant support for the whole team alone,O
gg,O
28 demage LOL,O
u mad bro?,I
Wak wak wak Ty,O
bitch,E
mrs mamu ti jebem,O
wtf,O
RSLY,O
i bet hes 12y old,O
still no?,O
you would have done even worse pudge,O
feeding neutrals?,O
its a trap! bear trap :D,O
hahah,O
gg,O
u have dick but too small,E
slow hands? :(((,O
lol sad,O
sure? wait me lcvl 6 then  will more ez for u,I
why?,O
:),O
skill,O
we fight? where you go,O
stahp,O
sry dude,I
i hate you cunts,E
no we dont,O
Ca can u stop complaining?,I
stfu Puck and unpause the shit,E
xpects me to farm it :(,O
probably,O
WTF,E
1st fault in game but,O
gl hf ^^,O
it was kotol la,O
gg ez,I
see,O
COMMNED,A
5 4,A
that he never flame NEVER FLAME WR,O
where sa?,O
XD,O
guys,O
wow,O
wp magnius,O
nice,O
so noob,E
come mid,O
z gold,I
2k gold lol,O
haha,O
lel,O
so si,O
good bye tuskar i will miss u,O
gg wo,O
if i wanted cum back id get it off your mums face,O
DC,O
nice aggro lane you fuck,E
,O
5 bkbs holy shit try is hard,O
gogogo rosh guys,O
byebye,O
AFk,A
this cunt complains and decided to go carry omni and leave me bot lane alone and expect me to be farmed Fking moron,E
no item ss,O
^^ :D:DD,O
:(,O
lol,O
so better let us win,O
wow,O
happy?,O
2 core lanes lost like shit lal game rly,E
hi rtz,O
good,O
professional,O
ty,O
ta plsys reprot this acc buyer,I
i poshel nahui vsem poxui,E
w8 wind pee i smk later then,A
HAHAHAHAHA,O
1-9 dis talking lol,O
gg,O
Lag,O
if your carries fall your fault,O
reeport this rambo,E
0 item .. good good bye,O
tinker and lc yeah noob i carry the game ffs,E
XA,O
gg wp end it please,O
lol,O
GOOD BYE 4K GAMING HAHA,I
party players ,O
G?,A
yeah c:,O
GG,O
:DDDDDDDDDDDDDD,O
AY PLEASE?,O
5k life,O
A GOT 27MIN BFYRT u lo-st,O
ez mmr noob magnus,E
fast,O
save any1 man,O
)) ))))))),O
ggwp,O
gna have to agree with brown,O
gg,O
oh wow he x,O
stupid??no ward gg,E
z,I
wp guys,O
25 sec,O
NICE CHARGE IDIOT,E
ez top lane like ffs ez,I
g,A
cause he love you,O
so unpause u fuq tyu omfg,E
w9,O
T_T i tink he noob,E
wp,O
BUY,O
FUCKING WAIT for lich,A
hahaha,O
glad we decided to play an 80 min game againt 3 hard carries,O
report enigma,A
right,O
walao,O
4.8k mmr 4.8k mmr,O
happens to the best,O
I SAID IM COMING BACK,O
e itqrf vfvrf hfr,O
wtf,O
legion all time farm in your jungle fuking noob,E
brain exploded,O
50,A
i didn't need it lol,O
"again haste? ogre noob, but lucky day )",O
haha to fat  g end lah gg,A
ME TOO HAHA,O
cuz i dont wanna feed u :D,O
Why is he,O
ez,I
bitchas,E
:),O
why you run spec,O
?,O
cliff life thug lyfe,O
Why ok reported feeding? or what,O
actualy bat is best among u,O
DXXDXDXDXDXD,O
worth,O
same here 2 offlane,O
let couriers,O
ggwp,O
chill brah,O
ROFL can;t win a 4v6?,O
wow aa,O
AHHAHAHAHA,O
6.7 K,O
U captain obvious,O
bad team,E
haha,O
hahahaha %100 worth it,O
tnx for stack,O
lol wp,O
sorry for the sf,O
ayy lmao,O
+,O
hAHA,O
ffs,O
this game only worth +5 mmr sigh,E
thankyou,O
COME ON SHUT UP,O
?,O
ow?,O
dont lie to me doom,O
fuck you tuskar,E
emnd,O
lol,O
gg,O
ggwp,O
:/,O
HAHAHA,O
gg,O
thanks for not shutting down am,O
6.85,O
dno team legion saatnic,O
GGWP,O
cuz PA went fucking manta,E
cant do it,O
Yahh,O
too ez,I
ssss,O
? wait,A
dont be shy  just come on lol,O
got em huehue,O
commend sk,A
? oh,O
one day pudge,O
gg,O
ez mid,I
gg,O
gg,O
lol,O
GG kids,O
u mong,O
:d :d,O
fuck lag,O
???,O
tf,O
YOU DEAD SON,E
CHTO TAKOE,O
reprot,A
miracle spare us,O
BAGO,O
lol,O
ok,O
I did online since 1 min,O
injoker?,I
ez loss,I
mr 1 10,I
Lol,O
gg our storm doesnt know how his passive works xD XD XD XD,O
(:,O
Wew,O
:3,O
He's a moron,E
this game so ez from jungle i just see a winter wyvern run at me and he dies like i just run LoL harder game,I
GOOD JOB DIRE damn my 10 fps is no joke,O
soz give esx,O
?,O
we should have won this easily since its all melee but NOPE i had to buy the wards YUP DUMB as FUCK Sad game sigh�,E
push to end plz,O
oh fuck u necro,E
musa XD,O
ajaja,O
mirana games GGgg),O
pissy rats,O
report es KS,A
ingame boys calm down hes cummin,O
u have 2 say it right,O
"lucky l,ol",O
gg,O
g,A
gg,O
8,O
hows having 4 hard carries workin out,O
GG,O
gg,O
RO SO SO SPRO SF,O
hgahhaha,O
g,A
undying neverr heal,O
he wants to ruin u will see he went out of game,O
:o xD,O
noobs,E
guys can report injokeR?,A
yeah,O
ez,I
haha,O
finish mid pls,A
gg,O
haha i'm having fun,O
FF,O
BH AND UDY 2 FUCKING MOTHERFUCKERS SUCKERS,E
wp end :),O
AD,I
noob,E
lvl 1 starfall what a joke,E
so what lol Smurfs,O
bl about ur dp already,O
gaben ty for pro team again cm and pa paty 200%,O
stfu,E
ma team noob this jugg say ihave 6[6 win with jugg,E
wahahahhahaa,O
already,O
sorry,O
z :( gaben sama no more 4k please z,I
good,O
Xdd,O
2 lvl and 1500 gold wow,O
LOL,O
report musa plz,A
stop lying to yourself,O
keep paused please,A
wp,O
where dafuq u come from?,O
cYKA RUSSIAN NOOBS,E
GG,O
! min more Rc,A
worth,O
or -?! -.-',O
? Wtf,O
I like him I'm indifferent with this ember,O
:D,O
asdf,O
HAHAHA,O
gg wp- all please report ember lets not have him in the next game,A
george bush,O
helloo,O
GG pushte ya otjimayu,O
baka,O
Wp pw,O
?,O
no balls,O
haha im dead just slark?,O
love me,O
comend,A
gg gl,O
ggwp trash mid ever,E
LOL,O
GG,O
fish down fish down alien down,O
gj,O
thanks for the game guys,O
auawjıegofkl,O
sad bois,O
?,O
yea ta is shit,E
its fine dont worry my team is right behind me but they dont do shit cuz im plahing with braidnead monkeys,E
This pa is so god damn annoying for real,I
tissue?,O
ya like you,E
lol rage?,O
lol,O
bye haha EZ !,I
LOL,O
GG,O
gg wp,O
gg,O
ed end,O
lol,O
double minglee,O
pudge just saved u then i slaughtered you solo bot to turn the tide of the game :{,O
gg,O
ez,I
?,O
lol,O
Aw,O
hahahahaha for the win,O
worst cpt ever,E
wew,O
ddos (-_-'),O
OMG IDIOT URSA,E
feeding ta?,I
RIP COINS,O
ISIS?,O
yawn.,O
sad...,O
no plans of coming back?,O
HAHA slark you okay?,O
26,A
weh,O
zzzz report la,E
i can finally eat my kfc,O
hahaha,O
pudge,O
zeus what a plaryer,O
young buffalo ?,O
Ty my bro will connect in awhile,A
GG,O
?,O
i dont know just fuck your self,E
this is 4k,O
its rage quit,I
wish people could play balanced heroes that'd be great,O
he's back online hp SF? :(,O
noob bh no boot fuck la noob,E
fuck,O
we are right next to each other,O
gg Aa ult,O
4 20 3 19 40 kills x 300 gold 12k gold 3 items respect,I
report tiny pls,A
i have a wings,O
:D,O
hope this will be too :D just a mom :D,E
our yellow player is a squeaker gg,O
lol,O
that noobest slardar ever i swear,E
hooks boyz,O
TFU ANIMAL I FUCKED YOUR MOM,E
wtf happend,O
uxaxa,O
mkb haha,O
yea,O
thanks for the heads up,O
dont stick like dat,O
lc cristalis,O
lo Lol,O
hahahahahha I cna't Tgate;ilknjrhg That's too funny,O
ur es too fucker Hahah,E
noooo,O
guys,O
ur metaplayer?,O
what a mid 8 mins bottle,E
no brakes on the rape train,E
ggwp,O
dc,O
ye,O
gl,O
G,A
gg wp,O
spoil my tatctis the most,O
HELLOß,O
thx,O
report this wk pls gg wp,A
ty,O
GO?,O
gg sf,O
MID OR MEEPO,O
Reportd mid plz Noooob,E
;p,O
what a paper,O
report lol ???,A
gg,O
malaysia,O
put into my ass?,E
u belong,O
no pressure at btm at all :D,O
gg,O
=.=,O
YOURE NOT MAKING BHS FUCKING GET IT FUCKTARD YOU CAN RUB MY ASS,E
becoz they are not weak u are weak,O
tiny autist,O
ya in joker,I
make this a 20 min game plz,O
continue? been like 5mins,O
gg,O
KID,I
From 6k down to here,I
reported,A
thanks to,O
?,O
GG,O
instead of play,O
XD,O
wehat gold?,O
ｓｔｏｐ　ｔｒｙｉｎｇ　ｔｏ　ｓｐｅａｋ　ｅｎｇｌｉｓｈ　ｐｅｒｕ,E
poetic indeed,O
haha,O
end now report SK,A
ez,I
Lol,O
?,O
bark more WR,O
no ending,O
stop defending plz,I
gg,O
slark gg,O
let us rosh after that pause pls guys wtf,A
RİNG OF FELANKOR,O
YEH,O
we cant wait  how mnay times should i pause,A
cuz bkb isntenough,O
no farm pls,O
hes bad,O
told them to u will come,O
"Yeah, and we are the one with the damage",O
f f throne pls just finis h can u insult us in english pls,I
whahahaha,O
how did u find me?,O
wait pls,A
dp?,O
car,O
noob picker,E
lol,O
bahaha,O
ok,O
come please Haha,O
WHY THE FUCK I DONT RANDOM ALCHI I RANDOM MOST FUCKIN UGLY HERO EVER,E
lich restart wait asshoels,E
1-2 min,A
Z BCOZ SEE THAT TINY ITEM SO NOOB,E
gg ez ez blat',O
i mean he was lv 4,O
wp,O
Omg,O
hahahahahaha,O
very good,O
rekt,O
come rat it,O
hahah,O
Nice hook,O
wb |i still want mmr,O
dc! lol FU!,E
sf working with gass :D,O
OH FÜR Gottes willen WARUM SO EINFACH,O
haha woah der nice hook!!,O
NotLikeThis DansGame,O
coz he knows his tteam mates are noob?,E
thats op,O
WAHAHHAHA,O
FUCK NO RAMPAGE,E
haha,O
g we can wait for thousand years,A
............ IT JUST ENDED ARE YOU SERIOUS,O
hah,O
lol,I
._.,O
"okay, tough guy",O
gg disconnect comeback,A
XDXDXD,O
GG,O
how long,O
and wait ok invoker zzzz,O
no,O
aaaa ?,O
4k,O
ez top ez life,I
i havent wake up sia,O
?,O
anyone else getting the notification 'Team Dire has 0 hero spawns remaining!'?,O
ty,O
wk always no mana Lol,O
gg,O
wew,O
aghs is actually pretty good on this hero I thought it was shit at first,O
at least you wont be running at our core,O
noob sf care,E
itgma fickler,O
fuck u retard fuck u bitchh dieee happy???,E
give medusa please,O
me my friend,O
Aw,O
gg,O
pls dont defend ok now we at roshan pls end,A
fu,E
wp,O
mad,O
HAHAHAHA,O
ion your pick,O
4K LOL,O
whats ur main mmr?,O
not rc,O
he is coming 2 mins,A
gg,O
"da, vodka cyka balalaika putin",E
haha,O
VS meepo peruvian,E
ggwp guys,O
lol,O
GG,O
5K4 BOYZ 1-16 4-12 SAME PARTY for a reason eh,E
midas buyer game loser,O
hahaah,O
really i miss u,O
can ur ward miss?,O
commend? @@ lol wp enough,A
gg,O
why the fuck u lyin,E
360 eu,O
twitch tv/laspelaps,O
for ?,O
wp you got me,O
clap clap,O
he just wants to dagon his mother,O
_))0,O
i picked a dazzle into axe oops totally didnt think,O
he think he kill many win,O
lel,O
but i gotta say it your name says it all,O
wp,O
no prob,O
noob pl,E
wew!,O
:D,O
you're so retarded it hurts lc,E
Thank you love ur pussy,I
well nothing really to do with this rps,O
who knos ?,O
GG NOOBS ez life ez noobs,E
I fingered a heterosexual how it feels ? brood ?,O
will u shut up??,E
can you kill someone else chen,O
??,O
wat is ur facebook,O
GG C GG CM,O
y u so mad u mad bro ?,I
doesnt mean it goes away xD,O
man why u do this thought techies days are over,O
report am plz,E
wait so aa you block my ulti?,O
z nice kill steal,I
g,A
what the hell am i reading,O
xdddd,O
bothrunes are mine -.-,O
wp,O
"we have 2 supports, u have 1",O
Ahahaha,O
=))) Team wipeeeeee goooo,O
hahaha,O
gg wp,O
problem is too ez,I
"the rng gods are with you, my friend",O
ff im afk,A
gg,O
ya ya,O
i will feed more,O
HORT OF 1,O
u are izi yeah if u think,E
lol you're so bad,E
?,O
omni offlane LOL,O
u put 5 hundy on it ahahahahah EPIC,O
wow so stupid ;D,E
never just finish,O
I agree viper,O
U guys kinda lucky but so bad,E
LOL,O
ur flesh taste like white meat of bird tasty,E
1 KITER + 1 JUNGLE 1 PUDGE OFF AUTOLOSE,I
ROFL,O
GG GG,O
my dick,E
phew 50 hp,O
really ?,O
ya i too,O
lol,O
i always think hat one day  right,O
i wish i had a team,O
noob,E
ggggg,O
what you wanted ? ))),O
ggwp,O
z,I
ok,O
yea keep talking trash talk,E
you just left them at rune,O
slark,O
on dro4it poshel? he go to masturbate?,E
lol,O
r u fear from eg ?,O
one and one ahahahah xD TEAM RETARD,E
we tried and you killed 3 of us so we wait :P,O
g,A
Gg,O
ee i'm dead right? jk,O
money!,O
Cocky ganking all gank heroes.,O
why,O
vote trump,O
a shadow demon farming mid is not sus,O
denied tower please,O
gg,O
OMG,O
BLAME AM,I
ez,I
:),O
))),O
gg,O
GG,O
my team is dumber i promise,E
LOL THIS PUDGE,O
NOOB MID,E
why?,O
jsagdhjkasgd,O
wise ffs can youi stop inviting strangers to fuck your grandmothers' corpse ?,E
hai,O
I WANT MORE GANK ME WITH MORE PEOPLE BRING TINKER UP HERE TOO,O
while u still didnt get him in team,O
ND,O
.. no,O
LOL he had a tri lane,O
zeus ult,O
WP SVEN,O
Report ss,A
well feed  really nigga,E
we can organise our race,O
XD AJJAJAJA,O
:/,O
lol,O
wait,A
haha close,O
HAHAHA,O
fuck u Sniper,E
???,O
../..,O
so u pick it essez,O
you fucking sucked lol,E
gawn,O
funny gme,O
lets end,O
you too,O
retard stalker 0-14 haha,E
ggwp,O
plz wait plz he will come,A
greedisgood,O
ggwp,O
fish taco and vaginitis,O
ty,O
Hahaha,O
ty,O
he is in same category like qop,O
:^),O
gg wp,O
}:,O
gg fedeer,I
go tonker,O
lucu lu anjing,O
stupid team,E
? Report beast  russian are crying,E
dont def,O
?,O
gg wp,O
CANNOT USE TANGO THEN I SAY,O
why not,O
i dont complain,O
Weirdest game ever,O
61 min,O
just now ask me to cry more ?,O
gg screw u fegs,O
no shame mira,O
forever lag haha it wont stopd,O
@_@,O
gg wp,O
0 3,I
report AA this is it,A
f said if lose he quit dota fucking wp predict me,O
haha,O
Haha alright,O
please report him he ruined a good game,A
this team's awful gg,O
report this grieving alc,E
IDIOTA OMG  =),E
TOLD YOU,O
lol :D,O
ez&,O
? ?,O
ez feed,I
cyka,E
go,O
:V,O
everyone knows who is real retard.,E
"hi all,good luck and have fun",O
ya ez,I
gg,O
kkk,O
gg wp,O
hey qop you suck ass,E
80 min,O
thats all you can say now wyvern haha,O
Go mid WP,O
Valar Morghulis    Japan Kappa,O
this predict hes good,O
rage quit gg,I
haha,O
gg wp guys,O
Wtf drop assault qop dropped assault to pick gem haha,E
lol,O
4.5k mmr nice bro,I
damn it feels good to get carried,O
:[ :P,O
if u want,O
alch with a bottle?,O
0 6,I
lol,O
HOYLFUCK THIS GAME,E
?,O
tb and veno are the only competent ones wr maxed wind run first in case you were wondering...,O
the worst playeres,E
cmon dude,O
dat late,O
gg,O
will report him :),A
youmadbro?,O
gg,O
FOOD,O
AA HC,O
ez ez ez,I
team sucks,E
#1 lobster,O
hey russians why are you so bad ?,E
recording,O
okey they cant see,O
ITS NOT WR ITS YOU GUYS,O
lol,O
GOOD TRADE :d,O
Girls holding hands,O
have  abreak have a kit kat,O
HIII,O
z mid zz,I
well u need to die so ya,O
GG lol im noob nice try PA dream on keep dreaming PA lol,O
"gr8 show of skill, congrats everyone",O
wait,A
ROFL,O
jug and linavs us,O
thx,O
you are not me,O
lol with your lose,O
ah fuck true,E
so?,O
gg ff,O
gg,O
max totem and kick ur face,O
switggity swooty,O
lol,O
but what if you're both right?,O
wp alc,O
gg ez,I
ez?,I
lol,O
report TA :),A
ahahahah,O
easy,O
jajajajaja,O
w8,A
woah remind me not to fuck with warlock lol,O
:D wp team,O
3 krits,O
we fockin lost boyz,O
Z,I
kk,O
WP AHHAHA,O
so much alche sad,O
"ONS OF BITCHES, cant even win gracefully",E
ggwp,O
thats not enough,O
this meepo why so happy?,O
am 0-4 sad,I
wp nood team,E
zz,O
this is my team :D gg,O
gg damn sword :_),O
gg,O
sent?,O
ez,I
great game great game,O
rekt,O
JAJAHJAHAHA,O
"lol, we playing even am part",O
start again ),O
ok 1 skill hero,I
when u rich aff,O
ggwp,O
thx for your mmr,O
GGWP,O
haha,O
dazle good,O
this sf is talking from min 1 linking dota buff links :d,O
so? everyone had bad game,O
HAHA,O
ember is ok,O
that  astral,O
mid or aclick enemy fountain,O
"he got packet loss, 1 moment sorry",O
bl,O
really,O
very good ^^,O
im stress,O
haha omni,O
.v,O
gg,O
right?,O
?,O
nah,O
ya  nice,O
haha,O
HOPE WE MEET  LENCER,O
commends are useless though,A
dream on,O
it kinda does,O
why dont u call out to da fall out,O
have a fun game brown,O
ok,O
WP,O
Rage quit,I
